Season,Team,PTS,OPP_PTS,ORtg,DRtg,Team TS%,eFG%,TOV%,ORB%,FT/FGA,Opp eFG%,Opp TOV%,DRB%,Opp FT/FGA
1997,Portland Trail Blazers,99.0,94.8,107.9,103.3,0.544,0.503,15.4,32.5,0.249,0.471,14.3,72.4,0.268
1997,Charlotte Hornets,98.9,97.0,110.9,108.9,0.562,0.518,14.3,28.7,0.243,0.496,13.3,68.1,0.204
1997,Los Angeles Clippers,97.2,99.5,105.1,107.6,0.524,0.482,14.7,30.8,0.227,0.499,15.5,68.1,0.269
1997,Minnesota Timberwolves,96.1,97.6,105.5,107.1,0.533,0.485,14.4,28.8,0.254,0.486,14.6,68.3,0.252
1997,New York Knicks,95.4,92.2,104.4,101.0,0.546,0.501,17.0,30.5,0.255,0.463,15.4,73.4,0.279
1997,Miami Heat,94.8,89.3,106.8,100.6,0.546,0.507,15.5,29.2,0.233,0.465,15.6,70.6,0.248
1997,Atlanta Hawks,94.8,89.4,108.5,102.3,0.542,0.498,14.6,31.5,0.236,0.472,15.0,69.2,0.191
1997,Detroit Pistons,94.2,88.9,110.6,104.4,0.554,0.512,13.0,27.5,0.244,0.487,14.6,70.4,0.197
1997,Orlando Magic,94.1,94.5,105.6,106.0,0.524,0.481,14.5,30.9,0.227,0.495,15.3,67.3,0.211
1998,Los Angeles Lakers,105.5,97.8,111.9,103.7,0.559,0.519,14.0,31.6,0.285,0.467,14.1,68.8,0.245
1998,Minnesota Timberwolves,101.1,100.4,107.8,107.1,0.529,0.483,12.7,30.6,0.244,0.48,13.5,68.5,0.24
1998,Utah Jazz,101.0,94.4,112.7,105.4,0.569,0.51,14.8,32.3,0.334,0.471,13.5,71.0,0.271
1998,Seattle SuperSonics,100.6,93.4,111.6,103.6,0.558,0.521,13.4,28.7,0.236,0.478,15.9,66.1,0.223
1998,Phoenix Suns,99.6,94.4,107.4,101.8,0.54,0.5,14.0,29.7,0.217,0.471,15.3,70.0,0.227
1998,New Jersey Nets,99.6,98.1,108.3,106.6,0.513,0.463,12.9,36.7,0.253,0.499,16.7,66.4,0.258
1998,Houston Rockets,98.8,99.5,107.7,108.6,0.544,0.496,14.8,29.8,0.251,0.499,13.3,69.3,0.208
1998,Chicago Bulls,96.7,89.6,107.7,99.8,0.516,0.473,13.3,35.7,0.219,0.457,14.7,70.6,0.22
1998,Charlotte Hornets,96.6,94.6,107.5,105.3,0.542,0.495,14.6,30.4,0.259,0.493,14.6,70.8,0.224
1998,Indiana Pacers,96.0,89.9,108.4,101.5,0.55,0.502,14.0,27.9,0.262,0.453,14.4,67.8,0.236
1998,Atlanta Hawks,95.9,92.3,108.2,104.3,0.533,0.481,14.1,33.9,0.275,0.468,13.0,69.1,0.194
1998,Miami Heat,95.0,90.0,107.6,102.0,0.538,0.494,14.5,31.5,0.243,0.452,14.2,69.6,0.257
1998,Portland Trail Blazers,94.3,92.9,104.0,102.4,0.524,0.476,15.8,33.0,0.256,0.46,13.4,71.4,0.249
1998,San Antonio Spurs,92.5,88.5,103.8,99.4,0.531,0.493,15.6,30.6,0.241,0.437,12.2,72.2,0.218
1998,Cleveland Cavaliers,92.5,89.8,102.1,99.1,0.529,0.478,16.5,30.0,0.266,0.46,16.8,71.1,0.264
1998,New York Knicks,91.6,89.1,103.0,100.3,0.521,0.476,14.7,29.5,0.218,0.455,14.7,74.0,0.282
1999,Sacramento Kings,100.2,100.6,102.7,103.1,0.514,0.479,14.7,30.6,0.205,0.471,13.7,67.7,0.176
1999,Los Angeles Lakers,99.0,96.0,107.6,104.3,0.538,0.498,14.1,30.6,0.261,0.468,13.3,70.2,0.267
1999,Phoenix Suns,95.6,93.3,105.8,103.3,0.526,0.481,13.0,28.4,0.231,0.485,15.4,69.8,0.216
1999,Portland Trail Blazers,94.8,88.5,104.8,97.7,0.521,0.473,14.5,31.8,0.253,0.445,14.9,71.8,0.233
1999,Indiana Pacers,94.7,90.9,108.7,104.4,0.537,0.486,12.8,28.7,0.253,0.46,12.7,69.9,0.236
1999,Houston Rockets,94.2,91.9,105.4,102.9,0.545,0.506,15.8,27.8,0.228,0.461,12.4,69.9,0.188
1999,Utah Jazz,93.3,86.8,105.8,98.4,0.545,0.485,16.0,30.0,0.32,0.441,14.4,70.4,0.242
1999,Minnesota Timberwolves,92.9,92.6,101.9,101.5,0.481,0.439,11.7,32.5,0.196,0.467,15.8,70.2,0.276
1999,San Antonio Spurs,92.8,84.7,104.0,95.0,0.523,0.479,14.6,30.4,0.259,0.423,13.8,69.5,0.198
1999,Milwaukee Bucks,91.7,90.0,104.9,103.0,0.53,0.489,14.3,29.0,0.222,0.463,16.0,67.6,0.275
1999,Detroit Pistons,90.4,86.9,104.2,100.3,0.528,0.48,15.6,30.5,0.256,0.468,15.4,72.0,0.259
1999,Philadelphia 76ers,89.7,87.6,99.9,97.6,0.494,0.439,15.3,34.2,0.276,0.454,17.1,69.8,0.249
1999,Orlando Magic,89.5,86.9,100.3,97.4,0.498,0.456,15.4,32.6,0.222,0.473,16.7,70.8,0.181
1999,Miami Heat,89.0,84.0,104.7,98.9,0.54,0.494,15.3,27.3,0.26,0.439,13.6,71.0,0.226
1999,New York Knicks,86.4,85.4,98.6,97.5,0.509,0.463,15.9,27.9,0.241,0.434,14.9,71.0,0.258
1999,Atlanta Hawks,86.3,83.4,100.5,97.1,0.492,0.436,14.5,33.1,0.277,0.437,13.4,72.1,0.202
2000,Sacramento Kings,105.0,102.0,105.0,102.1,0.526,0.486,13.9,27.7,0.209,0.479,15.1,69.7,0.198
2000,Detroit Pistons,103.5,102.0,107.3,105.8,0.548,0.492,14.3,26.8,0.295,0.499,15.4,71.6,0.249
2000,Indiana Pacers,101.3,96.7,108.5,103.6,0.552,0.503,13.3,24.9,0.245,0.469,12.6,71.5,0.197
2000,Milwaukee Bucks,101.2,101.0,108.2,107.9,0.539,0.494,13.8,30.0,0.228,0.496,14.6,69.6,0.254
2000,Los Angeles Lakers,100.8,92.3,107.3,98.2,0.525,0.484,12.7,30.6,0.241,0.443,13.4,73.1,0.222
2000,Seattle SuperSonics,99.1,98.1,105.6,104.6,0.52,0.487,12.9,28.5,0.196,0.483,14.0,69.6,0.193
2000,Phoenix Suns,98.9,93.7,104.6,99.0,0.532,0.491,15.2,29.3,0.217,0.454,15.7,70.5,0.245
2000,Minnesota Timberwolves,98.5,96.0,106.1,103.4,0.525,0.485,12.9,29.4,0.2,0.474,14.0,73.0,0.25
2000,Charlotte Hornets,98.4,95.8,104.3,101.4,0.53,0.475,13.7,25.7,0.285,0.478,14.6,73.2,0.198
2000,Portland Trail Blazers,97.5,91.0,107.9,100.8,0.546,0.501,14.5,30.3,0.24,0.461,13.8,72.4,0.217
2000,Toronto Raptors,97.2,97.3,104.7,104.9,0.511,0.464,12.7,30.1,0.23,0.48,14.2,71.8,0.247
2000,Utah Jazz,96.5,92.0,107.3,102.3,0.54,0.49,14.3,29.5,0.26,0.477,15.0,73.2,0.256
2000,San Antonio Spurs,96.2,90.2,105.0,98.6,0.535,0.488,14.3,27.8,0.258,0.451,13.5,73.0,0.188
2000,Philadelphia 76ers,94.8,93.4,101.5,100.0,0.501,0.457,14.2,31.4,0.233,0.466,16.2,69.9,0.229
2000,Miami Heat,94.4,91.3,104.5,101.0,0.533,0.495,14.5,28.2,0.208,0.453,13.3,72.9,0.229
2000,New York Knicks,92.1,90.7,102.5,100.9,0.527,0.482,14.4,24.7,0.221,0.455,13.6,73.1,0.251
2001,Sacramento Kings,101.7,95.9,105.6,99.6,0.529,0.484,13.4,27.2,0.23,0.46,14.5,70.7,0.181
2001,Milwaukee Bucks,100.7,96.9,108.8,104.6,0.542,0.499,12.8,28.1,0.217,0.473,14.4,71.1,0.253
2001,Los Angeles Lakers,100.6,97.2,108.4,104.8,0.535,0.498,13.3,31.1,0.238,0.468,12.2,72.5,0.234
2001,Dallas Mavericks,100.5,96.2,107.1,102.6,0.544,0.498,13.1,24.1,0.231,0.467,14.2,70.7,0.244
2001,Toronto Raptors,97.6,95.4,105.9,103.4,0.51,0.468,12.1,30.8,0.213,0.476,13.3,73.2,0.212
2001,Orlando Magic,97.5,96.5,103.2,102.1,0.513,0.474,13.8,29.1,0.215,0.464,15.6,69.8,0.29
2001,Minnesota Timberwolves,97.3,96.0,105.2,103.7,0.523,0.482,13.0,28.6,0.199,0.478,14.2,71.9,0.238
2001,Utah Jazz,97.1,92.4,107.6,102.4,0.546,0.497,15.1,30.2,0.273,0.473,15.6,73.2,0.301
2001,San Antonio Spurs,96.2,88.4,106.6,98.0,0.541,0.496,13.6,27.1,0.267,0.444,12.9,73.7,0.182
2001,Portland Trail Blazers,95.4,91.2,106.5,101.8,0.539,0.497,14.8,30.0,0.225,0.47,14.3,72.4,0.223
2001,Philadelphia 76ers,94.7,90.4,103.6,98.9,0.518,0.468,14.7,31.2,0.262,0.46,14.5,72.5,0.186
2001,Phoenix Suns,94.0,91.8,100.3,98.0,0.506,0.46,14.1,27.3,0.221,0.46,16.3,73.7,0.252
2001,Indiana Pacers,92.6,92.8,102.0,102.2,0.519,0.471,14.5,27.0,0.239,0.452,12.8,71.4,0.235
2001,Charlotte Hornets,91.9,89.8,101.8,99.5,0.506,0.457,13.7,29.8,0.246,0.456,14.1,74.5,0.222
2001,Miami Heat,88.9,86.6,101.1,98.5,0.515,0.469,13.7,24.3,0.227,0.46,15.3,72.7,0.214
2001,New York Knicks,88.7,86.1,101.2,98.2,0.523,0.476,14.6,24.2,0.222,0.453,14.7,74.3,0.24
2002,Dallas Mavericks,105.2,101.0,112.2,107.7,0.553,0.507,11.3,26.1,0.232,0.485,12.9,70.7,0.239
2002,Sacramento Kings,104.6,97.0,109.0,101.1,0.539,0.497,12.4,27.9,0.231,0.467,13.6,71.7,0.185
2002,Los Angeles Lakers,101.3,94.1,109.4,101.7,0.534,0.498,11.8,28.8,0.218,0.453,13.0,72.0,0.233
2002,Orlando Magic,100.5,98.9,107.0,105.3,0.533,0.493,12.6,26.3,0.21,0.486,14.4,69.2,0.215
2002,Minnesota Timberwolves,99.3,96.0,109.0,105.3,0.532,0.49,12.5,31.3,0.203,0.482,12.7,73.7,0.218
2002,Seattle SuperSonics,97.7,94.7,108.9,105.6,0.54,0.505,13.2,29.4,0.189,0.485,14.5,68.1,0.206
2002,Indiana Pacers,96.8,96.5,104.1,103.8,0.527,0.477,14.2,27.0,0.253,0.469,13.2,71.0,0.227
2002,San Antonio Spurs,96.7,90.5,106.5,99.7,0.539,0.492,13.8,27.2,0.262,0.453,13.7,71.9,0.189
2002,Portland Trail Blazers,96.6,93.7,107.4,104.0,0.528,0.485,13.5,31.8,0.218,0.489,14.2,73.3,0.202
2002,Boston Celtics,96.4,94.1,103.4,101.0,0.52,0.476,12.8,24.1,0.223,0.464,15.1,72.9,0.245
2002,New Jersey Nets,96.2,92.0,104.0,99.5,0.515,0.476,13.4,29.2,0.206,0.459,14.9,71.6,0.213
2002,Utah Jazz,96.0,95.1,105.6,104.6,0.529,0.472,15.4,33.5,0.291,0.484,15.9,71.7,0.286
2002,Detroit Pistons,94.3,92.2,104.8,102.4,0.54,0.497,14.3,24.4,0.235,0.474,14.8,70.5,0.206
2002,Charlotte Hornets,93.9,92.9,104.3,103.3,0.513,0.466,13.3,30.6,0.238,0.465,13.3,72.2,0.226
2002,Toronto Raptors,91.4,91.8,102.6,103.1,0.501,0.463,13.6,31.4,0.189,0.471,14.7,70.1,0.237
2002,Philadelphia 76ers,91.0,89.4,102.1,100.3,0.507,0.452,14.6,31.7,0.255,0.46,14.2,72.1,0.208
2003,Dallas Mavericks,103.0,95.2,110.7,102.3,0.543,0.498,10.9,25.4,0.213,0.473,14.8,70.9,0.221
2003,Sacramento Kings,101.7,95.2,105.9,99.1,0.535,0.499,13.3,25.6,0.196,0.446,13.6,70.6,0.204
2003,Los Angeles Lakers,100.4,98.0,107.2,104.7,0.528,0.486,13.3,30.2,0.228,0.477,13.4,72.7,0.241
2003,Milwaukee Bucks,99.5,99.3,108.8,108.6,0.543,0.5,12.2,25.6,0.222,0.494,13.5,69.9,0.237
2003,Orlando Magic,98.5,98.4,105.2,105.0,0.526,0.478,13.3,27.0,0.239,0.486,15.1,71.1,0.25
2003,Minnesota Timberwolves,98.1,96.0,106.1,103.8,0.528,0.488,12.9,28.2,0.206,0.472,12.7,72.9,0.203
2003,Philadelphia 76ers,96.8,94.5,105.0,102.5,0.52,0.466,13.7,30.3,0.263,0.488,16.2,72.7,0.243
2003,Indiana Pacers,96.8,93.3,104.6,100.8,0.522,0.469,13.7,29.0,0.263,0.458,14.3,72.3,0.228
2003,San Antonio Spurs,95.8,90.4,105.6,99.7,0.541,0.497,15.1,28.8,0.253,0.453,14.2,71.3,0.199
2003,Phoenix Suns,95.5,94.4,103.7,102.5,0.514,0.473,13.7,29.7,0.211,0.47,14.8,70.3,0.222
2003,New Jersey Nets,95.4,90.1,103.8,98.1,0.518,0.468,13.8,28.7,0.252,0.46,15.7,73.1,0.225
2003,Portland Trail Blazers,95.2,92.5,105.5,102.6,0.531,0.489,14.5,30.2,0.223,0.483,14.9,72.3,0.194
2003,Utah Jazz,94.7,92.3,105.5,102.8,0.537,0.486,16.0,32.5,0.283,0.468,15.2,70.2,0.256
2003,New Orleans Hornets,93.9,91.8,103.9,101.6,0.511,0.465,13.9,31.7,0.219,0.464,14.0,73.1,0.226
2003,Boston Celtics,92.7,93.1,101.2,101.6,0.514,0.47,13.4,23.6,0.227,0.471,15.1,72.5,0.242
2003,Detroit Pistons,91.4,87.7,104.1,99.9,0.523,0.473,13.3,25.9,0.248,0.461,13.9,74.0,0.225
2004,Dallas Mavericks,105.2,100.8,112.1,107.4,0.536,0.495,11.1,31.4,0.204,0.498,13.9,71.6,0.214
2004,Sacramento Kings,102.8,97.8,110.3,104.9,0.554,0.507,13.0,26.0,0.242,0.483,13.7,69.8,0.193
2004,Los Angeles Lakers,98.2,94.3,105.5,101.3,0.522,0.481,12.8,28.1,0.244,0.471,14.3,73.3,0.222
2004,Milwaukee Bucks,98.0,97.0,106.5,105.4,0.528,0.477,12.7,27.6,0.255,0.485,13.3,71.8,0.213
2004,Denver Nuggets,97.2,96.1,103.9,102.7,0.517,0.467,14.2,30.5,0.245,0.481,15.6,69.3,0.221
2004,Memphis Grizzlies,96.7,94.3,104.8,102.2,0.522,0.479,13.9,29.5,0.234,0.465,15.7,68.4,0.251
2004,Boston Celtics,95.3,96.7,102.1,103.7,0.532,0.486,15.4,25.2,0.245,0.479,15.7,69.5,0.24
2004,Minnesota Timberwolves,94.5,89.1,105.9,99.7,0.528,0.486,12.4,26.7,0.207,0.444,12.9,72.5,0.215
2004,New York Knicks,92.0,93.5,101.7,103.3,0.518,0.474,15.1,28.0,0.211,0.461,13.2,72.8,0.259
2004,New Orleans Hornets,91.8,91.9,102.3,102.4,0.505,0.46,14.1,30.6,0.22,0.476,15.0,71.3,0.218
2004,San Antonio Spurs,91.5,84.3,102.2,94.1,0.511,0.473,14.1,29.5,0.219,0.433,14.8,74.6,0.215
2004,Indiana Pacers,91.4,85.6,103.8,97.2,0.52,0.471,14.1,28.5,0.243,0.459,15.7,73.9,0.218
2004,New Jersey Nets,90.3,87.8,100.8,98.0,0.515,0.471,14.4,25.9,0.219,0.46,15.7,73.9,0.221
2004,Miami Heat,90.3,89.7,102.2,101.7,0.51,0.463,13.5,27.4,0.227,0.463,14.5,73.4,0.26
2004,Detroit Pistons,90.1,84.3,102.0,95.4,0.511,0.461,14.7,30.1,0.247,0.441,15.5,71.8,0.202
2004,Houston Rockets,89.8,88.0,100.9,99.0,0.528,0.484,16.4,26.5,0.221,0.447,13.1,74.5,0.233
2005,Phoenix Suns,110.4,103.3,114.5,107.1,.571,.534,12.4,27.5,.222,.478,12.0,68.3,.176
2005,Sacramento Kings,103.7,101.6,110.5,108.2,.541,.496,12.0,28.8,.226,.493,13.3,69.0,.214
2005,Dallas Mavericks,102.5,96.8,110.3,104.1,.545,.492,12.5,28.6,.273,.472,14.3,70.2,.239
2005,Miami Heat,101.5,95.0,110.2,103.1,.559,.524,13.1,27.0,.260,.460,12.4,74.1,.242
2005,Boston Celtics,101.3,100.4,107.5,106.6,.551,.501,14.7,27.2,.273,.481,14.2,70.1,.274
2005,Washington Wizards,100.5,100.8,107.2,107.5,.523,.474,12.9,31.1,.264,.498,14.6,70.0,.230
2005,Denver Nuggets,99.5,97.5,106.0,103.9,.535,.483,13.8,28.4,.267,.482,15.1,71.7,.247
2005,Philadelphia 76ers,99.1,99.9,103.5,104.3,.528,.475,14.2,25.4,.257,.485,15.4,72.7,.267
2005,Seattle SuperSonics,98.9,96.6,112.2,109.6,.546,.495,13.0,32.4,.259,.496,12.9,71.3,.249
2005,San Antonio Spurs,96.2,88.4,107.5,98.8,.534,.492,13.2,29.1,.238,.452,14.7,73.6,.236
2005,Houston Rockets,95.1,91.0,106.2,101.7,.534,.486,13.5,26.3,.242,.459,12.9,74.5,.245
2005,Chicago Bulls,94.5,93.4,101.4,100.3,.517,.471,15.5,28.4,.233,.454,14.4,72.6,.262
2005,Memphis Grizzlies,93.4,91.1,105.5,102.9,.535,.489,14.3,27.1,.243,.466,15.4,69.9,.270
2005,Detroit Pistons,93.3,89.5,105.6,101.2,.519,.472,13.3,31.2,.247,.461,13.5,73.0,.207
2005,Indiana Pacers,93.0,92.2,105.5,104.6,.534,.476,14.1,26.4,.283,.472,13.6,71.3,.261
2005,New Jersey Nets,91.4,92.9,101.4,103.1,.512,.463,13.7,25.5,.242,.479,15.2,73.2,.278
2006,Phoenix Suns,108.4,102.8,111.5,105.8,.568,.537,12.2,22.1,.166,.490,13.2,72.1,.200
2006,Washington Wizards,101.7,99.8,109.3,107.3,.538,.484,12.8,29.5,.284,.504,15.1,70.9,.256
2006,Denver Nuggets,100.3,100.1,105.5,105.2,.535,.488,13.7,26.8,.258,.493,14.7,72.0,.227
2006,Miami Heat,99.9,96.0,108.7,104.5,.556,.517,13.9,26.7,.254,.477,12.4,76.4,.251
2006,Los Angeles Lakers,99.4,96.9,108.4,105.7,.539,.495,13.1,28.8,.245,.486,13.4,73.6,.242
2006,Dallas Mavericks,99.1,93.1,111.8,105.0,.550,.495,13.1,31.8,.285,.475,13.7,72.2,.257
2006,Sacramento Kings,98.9,97.3,106.7,105.0,.544,.492,13.9,25.4,.262,.488,13.7,72.2,.210
2006,Milwaukee Bucks,97.8,98.8,106.3,107.4,.535,.492,13.8,27.3,.238,.504,13.8,74.6,.262
2006,Chicago Bulls,97.8,97.2,104.0,103.4,.527,.487,13.9,26.3,.216,.464,13.9,74.7,.295
2006,Cleveland Cavaliers,97.6,95.4,107.8,105.4,.538,.492,13.3,28.4,.263,.490,12.8,75.7,.226
2006,Los Angeles Clippers,97.2,95.6,105.3,103.6,.540,.487,13.8,25.4,.263,.471,12.2,75.9,.240
2006,Detroit Pistons,96.8,90.2,110.8,103.1,.535,.497,11.2,28.9,.216,.477,13.7,71.2,.191
2006,San Antonio Spurs,95.6,88.8,107.3,99.6,.546,.513,13.6,26.0,.209,.457,13.5,74.2,.220
2006,Indiana Pacers,93.9,92.0,104.5,102.4,.533,.487,14.8,27.1,.254,.464,13.0,72.6,.232
2006,New Jersey Nets,93.8,92.4,103.9,102.4,.528,.478,13.3,24.0,.262,.476,14.0,76.3,.266
2006,Memphis Grizzlies,92.2,88.5,105.9,101.6,.537,.496,13.9,25.8,.241,.469,14.7,72.0,.237
2007,Phoenix Suns,110.2,102.9,113.9,106.4,.590,.551,13.4,22.7,.215,.492,13.6,71.9,.206
2007,Golden State Warriors,106.5,106.9,107.0,107.4,.548,.512,14.1,25.6,.215,.506,16.1,69.6,.264
2007,Denver Nuggets,105.4,103.7,107.6,105.9,.548,.501,14.6,28.9,.268,.499,14.5,71.8,.203
2007,Washington Wizards,104.3,104.9,110.1,110.6,.542,.491,12.6,28.1,.272,.517,14.4,71.0,.249
2007,Los Angeles Lakers,103.3,103.4,108.6,108.6,.554,.511,14.3,26.1,.249,.500,13.5,72.3,.262
2007,Utah Jazz,101.5,98.6,110.1,107.0,.551,.502,14.5,31.7,.283,.496,14.4,75.1,.314
2007,Dallas Mavericks,100.0,92.8,111.3,103.2,.559,.509,13.4,28.7,.256,.477,14.2,75.0,.265
2007,Toronto Raptors,99.5,98.5,107.0,106.0,.550,.504,13.0,22.2,.239,.503,14.3,74.5,.219
2007,Chicago Bulls,98.8,93.8,104.9,99.6,.534,.493,14.7,28.6,.229,.473,16.2,74.3,.252
2007,San Antonio Spurs,98.5,90.1,109.2,99.9,.561,.521,13.6,24.2,.235,.471,14.0,75.7,.201
2007,New Jersey Nets,97.6,98.3,105.7,106.6,.546,.504,14.2,24.6,.245,.490,13.7,74.4,.266
2007,Houston Rockets,97.0,92.1,106.0,100.7,.540,.499,13.6,25.7,.220,.466,13.6,77.0,.230
2007,Cleveland Cavaliers,96.8,92.9,105.5,101.3,.522,.484,13.4,29.7,.223,.480,14.7,75.8,.243
